line,mating_status,fusion_id,c_i,T_i_1a,direction_cis,direction_trans
r85,V,S47157_SI,0.0538118968,0.0617842506,+,+
r857,V,S47157_SI,-0.082030129,0.0908846468,-,+
w55,V,S47157_SI,0.0494577603,-0.330423392,+,-
w59,V,S47157_SI,0.0366840377,0.0100749077,+,+
w68,V,S47157_SI,0.046654022,-0.017102935,+,-
w76,V,S47157_SI,-0.024213737,0.0583135621,-,+
r101,M,S47229_SI,0.4014683682,-2.853010917,+,-
r208,M,S47229_SI,1.0410347638,-2.297455361,+,-
r217,M,S47229_SI,0.251318218,-1.540698604,+,-
r315,M,S47229_SI,-0.964897998,0.945787882,-,+
r324,M,S47229_SI,-2.017723551,2.429817366,-,+
r357,M,S47229_SI,0.5959128126,-0.672455361,+,-
r358,M,S47229_SI,1.2597059161,-1.676765706,+,-
r360,M,S47229_SI,-5.354087187,8.1025446388,-,+
r365,M,S47229_SI,0.6430142619,-0.761223477,+,-
r373,M,S47229_SI,0.6271628126,-0.922455361,+,-
r374,M,S47229_SI,0.8843743511,-4.297455361,+,-
r427,M,S47229_SI,0.5426870062,-2.1168102,+,-
r491,M,S47229_SI,1.2387699555,-2.065312504,+,-
r517,M,S47229_SI,0.8647807371,-2.316323286,+,-
r737,M,S47229_SI,1.6034885702,-2.600485664,+,-
r799,M,S47229_SI,0.8642614365,-1.618556279,+,-
r820,M,S47229_SI,1.1959128126,-2.872455361,+,-
w114,M,S47229_SI,0.2398522066,-1.085334149,+,-
w38,M,S47229_SI,1.0662517957,-2.127963836,+,-
w47,M,S47229_SI,-9.154087187,34.860439376,-,+
w52,M,S47229_SI,0.7968932048,-1.964122028,+,-
w55,M,S47229_SI,0.8376483498,-4.26439751,+,-
w59,M,S47229_SI,0.8309874395,-4.247704117,+,-
w68,M,S47229_SI,0.6316270983,-1.392693456,+,-
w76,M,S47229_SI,0.0459128126,-0.347455361,+,-
w79,M,S47229_SI,1.0277309944,-2.297455361,+,-
r101,V,S47229_SI,0.5036527468,-1.55588423,+,-
r208,V,S47229_SI,1.0227565204,-2.324280456,+,-
r217,V,S47229_SI,1.2380342982,-3.343724901,+,-
r315,V,S47229_SI,-0.500719089,0.2812073486,-,+
r324,V,S47229_SI,-0.919335316,0.1945970948,-,+
r357,V,S47229_SI,0.4435898537,-0.93261379,+,-
r358,V,S47229_SI,1.0602565204,-2.659280456,+,-
r360,V,S47229_SI,-7.13974348,11.900719544,-,+
r365,V,S47229_SI,0.3316850918,-0.127851885,+,-
r373,V,S47229_SI,0.5987180588,-2.618938576,+,-
r374,V,S47229_SI,1.0631976969,-4.499280456,+,-
r427,V,S47229_SI,0.8878427273,-2.039510341,+,-
r491,V,S47229_SI,1.0844500688,-2.725086908,+,-
r517,V,S47229_SI,1.2569778319,-2.466493571,+,-
r737,V,S47229_SI,1.3621433128,-3.14078989,+,-
r799,V,S47229_SI,1.088827949,-2.556423313,+,-
r820,V,S47229_SI,1.0602565204,-2.340550298,+,-
w114,V,S47229_SI,0.5602565204,-1.284994742,+,-
w38,V,S47229_SI,0.8635352089,-2.187805046,+,-
w47,V,S47229_SI,-12.38418792,40.834052877,-,+
w52,V,S47229_SI,1.1756411358,-2.191588149,+,-
w55,V,S47229_SI,1.0742916081,-4.492262912,+,-
w59,V,S47229_SI,1.045550638,-4.455162809,+,-
w68,V,S47229_SI,1.0249624027,-1.88751575,+,-
w76,V,S47229_SI,0.8900437544,-0.669493222,+,-
w79,V,S47229_SI,1.3073153439,-2.711045162,+,-
r21,M,S47241_SI,0.0679128118,0.1627455246,+,+
r217,M,S47241_SI,0.0825226199,0.1323671931,+,+
r280,M,S47241_SI,0.0809270688,-0.275757831,+,-
r287,M,S47241_SI,0.0580299934,-0.199603163,+,-
r324,M,S47241_SI,0.0801290973,-0.499591905,+,-
r340,M,S47241_SI,0.2058917776,0.0642844821,+,+
r357,M,S47241_SI,0.0255168754,-0.040897128,+,-
r360,M,S47241_SI,0.0714490913,-0.112537266,+,-
r362,M,S47241_SI,0.0656530593,-0.101428006,+,-
r365,M,S47241_SI,0.0615018468,-0.058930185,+,-
r373,M,S47241_SI,0.0785019985,0.2744676696,+,+
r374,M,S47241_SI,-0.168217632,0.0124613465,-,+
r426,M,S47241_SI,0.0810436323,-0.134389423,+,-
r443,M,S47241_SI,0.0593342701,0.200356048,+,+
r502,M,S47241_SI,0.0971533339,-0.158335137,+,-
r83,M,S47241_SI,0.0487143018,-0.06473277,+,-
r853,M,S47241_SI,-0.228478395,0.2408272595,-,+
r857,M,S47241_SI,-0.187309416,0.2870590387,-,+
r907,M,S47241_SI,-0.186630475,0.2207375402,-,+
w114,M,S47241_SI,0.0528454365,-0.205744293,+,-
w47,M,S47241_SI,-0.06201027,0.1415138319,-,+
w67,M,S47241_SI,-0.209148922,0.0915830623,-,+
w76,M,S47241_SI,-0.175332104,0.0235441103,-,+
r21,V,S47241_SI,0.0603981548,0.1580354825,+,+
r217,V,S47241_SI,0.1016723217,0.0970671808,+,+
r280,V,S47241_SI,0.0659973157,-0.237484626,+,-
r287,V,S47241_SI,0.0732294884,-0.230790594,+,-
r324,V,S47241_SI,0.0814507864,-0.488355263,+,-
r340,V,S47241_SI,0.1778833812,0.1473685128,+,+
r357,V,S47241_SI,-0.008607825,-0.006039154,-,-
r360,V,S47241_SI,0.0553871605,-0.089069007,+,-
r362,V,S47241_SI,0.0605004432,-0.081751636,+,-
r365,V,S47241_SI,0.0577620256,0.0250889231,+,+
r373,V,S47241_SI,0.067773639,0.2558175917,+,+
r374,V,S47241_SI,-0.172354686,0.0263292625,-,+
r426,V,S47241_SI,0.1083824357,-0.194993636,+,-
r443,V,S47241_SI,0.0604493778,0.1751375443,+,+
r502,V,S47241_SI,0.1016830338,-0.239872003,+,-
r83,V,S47241_SI,0.0644928352,-0.068313852,+,-
r853,V,S47241_SI,-0.262998582,0.3138930247,-,+
r857,V,S47241_SI,-0.113807297,0.1220890213,-,+
r907,V,S47241_SI,-0.245146839,0.2786571618,-,+
w114,V,S47241_SI,0.0897470227,-0.175626931,+,-
w47,V,S47241_SI,-0.076875194,0.1501425149,-,+
w67,V,S47241_SI,-0.159214648,0.0021172674,-,+
w76,V,S47241_SI,-0.18780435,0.0605532146,-,+
r208,M,S47305_SI,0.1499598739,0.7708543224,+,+
r324,M,S47305_SI,0.1698988031,-1.308047241,+,-
r362,M,S47305_SI,-0.008031436,0.6644683095,-,+
r426,M,S47305_SI,-0.118735933,0.4086627615,-,+
r427,M,S47305_SI,0.1691013634,-1.309229384,+,-
r799,M,S47305_SI,0.0801838645,-0.547742789,+,-
r83,M,S47305_SI,0.0381328228,0.0207376343,+,+
w38,M,S47305_SI,-0.489924685,0.9966756421,-,+
w67,M,S47305_SI,0.0094153272,0.3036207446,+,+
r208,V,S47305_SI,0.1479415025,0.2615923639,+,+
r324,V,S47305_SI,0.3122967685,-1.735423304,+,-
r362,V,S47305_SI,0.2358681466,-0.179302205,+,-
r426,V,S47305_SI,-0.199454537,0.6935923639,-,+
r427,V,S47305_SI,0.3078989982,-1.727902586,+,-
r799,V,S47305_SI,0.2055234662,-0.94568344,+,-
r83,V,S47305_SI,0.0186265439,0.2615923639,+,+
w38,V,S47305_SI,-0.630886944,1.4312951443,-,+
w67,V,S47305_SI,-0.397813945,1.9402392983,-,+
r136,M,S4760_SI,0.0906957129,-0.09931129,+,-
r21,M,S4760_SI,0.0019834138,0.0389050189,+,+
r287,M,S4760_SI,0.0740757373,-0.274174863,+,-
r315,M,S4760_SI,0.004044529,-0.065058695,+,-
r358,M,S4760_SI,0.0836160669,0.2328021439,+,+
r360,M,S4760_SI,-0.120525945,0.0706421056,-,+
r392,M,S4760_SI,0.0836160669,-0.280590562,+,-
r517,M,S4760_SI,0.0542582687,0.003229913,+,+
r732,M,S4760_SI,0.0958943752,-0.228961534,+,-
r737,M,S4760_SI,0.061862158,-0.210316386,+,-
r85,M,S4760_SI,0.0107231284,-0.111212836,+,-
r853,M,S4760_SI,-0.160038755,0.1599942216,-,+
r857,M,S4760_SI,0.0046686984,-0.044216973,+,-
w114,M,S4760_SI,0.0247925375,0.0261888213,+,+
w55,M,S4760_SI,-0.005862793,-0.072172647,-,-
w76,M,S4760_SI,-0.183861137,0.6169272443,-,+
w79,M,S4760_SI,-0.119942063,0.2373263173,-,+
r136,V,S4760_SI,0.0670102183,-0.101527951,+,-
r21,V,S4760_SI,0.0658949679,-0.003192574,+,-
r287,V,S4760_SI,0.0861147125,-0.258670011,+,-
r315,V,S4760_SI,0.021262516,-0.038206768,+,-
r358,V,S4760_SI,0.0043951505,0.2965516715,+,+
r360,V,S4760_SI,-0.109109406,0.0505166378,-,+
r392,V,S4760_SI,0.0661808872,-0.220785295,+,-
r517,V,S4760_SI,0.0734894549,-0.046352157,+,-
r732,V,S4760_SI,0.0588239892,-0.210948502,+,-
r737,V,S4760_SI,0.0839686203,-0.250627768,+,-
r85,V,S4760_SI,-0.031085708,-0.02962843,-,-
r853,V,S4760_SI,-0.132095809,0.1147916157,-,+
r857,V,S4760_SI,0.0234670392,-0.039772389,+,-
w114,V,S4760_SI,0.0780412757,-0.042150476,+,-
w55,V,S4760_SI,-0.017173938,-0.09856898,-,-
w76,V,S4760_SI,-0.227839766,0.6215021011,-,+
w79,V,S4760_SI,-0.111344203,0.2570692744,-,+
r208,M,S47633_SI,0.082404001,0.0626733523,+,+
r217,M,S47633_SI,0.0805555722,-0.249535251,+,-
r280,M,S47633_SI,0.0982770169,-0.206479573,+,-
r287,M,S47633_SI,0.1240706677,-0.21091079,+,-
r309,M,S47633_SI,0.1015498036,-0.241869308,+,-
r315,M,S47633_SI,0.0771036476,-0.052857198,+,-
r324,M,S47633_SI,0.0992107237,-0.016127877,+,-
r340,M,S47633_SI,0.1049343303,-0.259690397,+,-
r357,M,S47633_SI,-0.298023291,0.4123806181,-,+
r360,M,S47633_SI,-0.279332333,0.3763748476,-,+
r373,M,S47633_SI,0.0266615695,0.0690127243,+,+
r427,M,S47633_SI,0.062878199,-0.016437289,+,-
r491,M,S47633_SI,0.081303891,-0.232064989,+,-
r517,M,S47633_SI,0.0901807622,-0.233230857,+,-
r799,M,S47633_SI,0.1070147494,-0.066437745,+,-
r820,M,S47633_SI,0.0815111438,-0.251386981,+,-
r83,M,S47633_SI,0.0638363617,0.0968367784,+,+
r853,M,S47633_SI,-0.364498654,0.6078576465,-,+
w114,M,S47633_SI,0.0176266731,0.1128915041,+,+
w38,M,S47633_SI,-0.076092731,0.1203800596,-,+
w47,M,S47633_SI,0.0127007574,-0.021340397,+,-
w52,M,S47633_SI,-0.198217046,0.2367003849,-,+
w64,M,S47633_SI,0.0747009198,-0.192878577,+,-
w67,M,S47633_SI,-0.170356735,0.1561393122,-,+
r208,V,S47633_SI,0.0455293287,0.0782962971,+,+
r217,V,S47633_SI,0.0753154143,-0.217953506,+,-
r280,V,S47633_SI,0.0875139845,-0.229584456,+,-
r287,V,S47633_SI,0.0670935244,-0.089975072,+,-
r309,V,S47633_SI,0.1066117634,-0.268390969,+,-
r315,V,S47633_SI,0.085186611,0.028040414,+,+
r324,V,S47633_SI,0.0866886646,-0.01467044,+,-
r340,V,S47633_SI,0.0795362207,-0.179539217,+,-
r357,V,S47633_SI,-0.255581246,0.3359148959,-,+
r360,V,S47633_SI,-0.257851809,0.3269058869,-,+
r373,V,S47633_SI,0.0956951461,0.0144346993,+,+
r427,V,S47633_SI,0.0780692181,-0.004510636,+,-
r491,V,S47633_SI,0.0805199628,-0.201168647,+,-
r517,V,S47633_SI,0.083941583,-0.21839222,+,-
r799,V,S47633_SI,0.0674087769,0.0225042506,+,+
r820,V,S47633_SI,0.0507262963,-0.166817345,+,-
r83,V,S47633_SI,0.0397919883,0.0268365868,+,+
r853,V,S47633_SI,-0.244596751,0.3946580653,-,+
w114,V,S47633_SI,0.0045213233,0.0015267103,+,+
w38,V,S47633_SI,-0.0441107,0.0594236678,-,+
w47,V,S47633_SI,-0.005553593,-0.010343607,-,-
w52,V,S47633_SI,-0.201838514,0.2420637632,-,+
w64,V,S47633_SI,0.0878282473,-0.19209024,+,-
w67,V,S47633_SI,-0.21244544,0.2628311169,-,+
r21,M,S47953_SI,0.0593139675,-0.088336357,+,-
r217,M,S47953_SI,0.0531105061,-0.048611899,+,-
r287,M,S47953_SI,0.0449409258,-0.089561998,+,-
r309,M,S47953_SI,0.0525903369,-0.088524029,+,-
r340,M,S47953_SI,0.086782542,-0.112278231,+,-
r380,M,S47953_SI,0.048032005,-0.041192546,+,-
r517,M,S47953_SI,0.0578236285,-0.051894574,+,-
r732,M,S47953_SI,0.0556359791,-0.053733295,+,-
r737,M,S47953_SI,0.0560161763,-0.054464333,+,-
r83,M,S47953_SI,0.0456037664,-0.040498108,+,-
r907,M,S47953_SI,-0.14810491,0.15201922,-,+
w114,M,S47953_SI,0.0733783108,0.0201047349,+,+
w38,M,S47953_SI,-0.05311885,0.0247102305,-,+
w47,M,S47953_SI,-0.126530601,0.1092718715,-,+
w64,M,S47953_SI,-0.254907322,0.3694487,-,+
w67,M,S47953_SI,-0.096357965,0.0503530145,-,+
w76,M,S47953_SI,0.0457915053,-0.056812402,+,-
r21,V,S47953_SI,0.0400677183,-0.069176726,+,-
r217,V,S47953_SI,0.0470520488,-0.056036103,+,-
r287,V,S47953_SI,0.0612484446,-0.09625513,+,-
r309,V,S47953_SI,0.0634972334,-0.118877454,+,-
r340,V,S47953_SI,0.0556290321,-0.09489726,+,-
r380,V,S47953_SI,0.0487913316,-0.056241695,+,-
r517,V,S47953_SI,0.067313492,-0.068285709,+,-
r732,V,S47953_SI,0.0494822887,-0.048412097,+,-
r737,V,S47953_SI,0.0497661911,-0.048427839,+,-
r83,V,S47953_SI,0.0550560231,-0.035869511,+,-
r907,V,S47953_SI,-0.154962901,0.158314425,-,+
w114,V,S47953_SI,0.1470091915,-0.013402999,+,-
w38,V,S47953_SI,-0.054426854,0.0348794642,-,+
w47,V,S47953_SI,-0.127441931,0.1073576025,-,+
w64,V,S47953_SI,-0.229785062,0.3144630488,-,+
w67,V,S47953_SI,-0.140923187,0.1359823476,-,+
w76,V,S47953_SI,0.0226269407,-0.045114365,+,-
r101,M,S4838_SI,-0.001032404,-0.115161354,-,-
r136,M,S4838_SI,0.0672094655,0.1354618486,+,+
r208,M,S4838_SI,-0.020364576,-0.047903547,-,-
r21,M,S4838_SI,0.105992404,0.3016185131,+,+
r217,M,S4838_SI,0.0333787424,-0.042283044,+,-
r280,M,S4838_SI,-0.043465204,0.3676970848,-,+
r287,M,S4838_SI,-0.015428217,-0.049589244,-,-
r309,M,S4838_SI,0.0180728705,-0.11109903,+,-
r315,M,S4838_SI,-0.138985152,0.0063888762,-,+
r324,M,S4838_SI,0.0124722187,-0.090101582,+,-
r335,M,S4838_SI,-0.053306201,-0.070497342,-,-
r340,M,S4838_SI,0.0357259104,-0.09185909,+,-
r350,M,S4838_SI,-0.137128936,1.6316188638,-,+
r357,M,S4838_SI,-0.012416971,-0.079583225,-,-
r358,M,S4838_SI,0.0113440653,-0.096721167,+,-
r360,M,S4838_SI,0.0109608528,-0.089355022,+,-
r362,M,S4838_SI,0.0134200961,-0.092658765,+,-
r365,M,S4838_SI,0.017460225,-0.0976545,+,-
r373,M,S4838_SI,0.0612779804,0.4693671508,+,+
r380,M,S4838_SI,0.0085179877,-0.085580999,+,-
r392,M,S4838_SI,0.0870073592,-0.086217414,+,-
r426,M,S4838_SI,0.079573309,-0.195576427,+,-
r427,M,S4838_SI,0.0082879808,-0.127762433,+,-
r443,M,S4838_SI,-0.109437447,0.046722339,-,+
r491,M,S4838_SI,0.0362601723,-0.155346301,+,-
r517,M,S4838_SI,0.0003192532,-0.056337394,+,-
r799,M,S4838_SI,-0.004222447,-0.097008672,-,-
r810,M,S4838_SI,-0.021105843,-0.051513863,-,-
r820,M,S4838_SI,0.0113661638,-0.095519814,+,-
r85,M,S4838_SI,-0.034692716,-0.096037815,-,-
r853,M,S4838_SI,-0.066021448,-0.026907014,-,-
r857,M,S4838_SI,0.0272530305,0.1153296428,+,+
w38,M,S4838_SI,0.006882733,-0.068282529,+,-
w47,M,S4838_SI,0.0177075039,-0.081780996,+,-
w52,M,S4838_SI,0.0061448627,-0.136817632,+,-
w55,M,S4838_SI,-0.002737344,-0.090363393,-,-
w64,M,S4838_SI,-0.011772262,-0.116075363,-,-
w67,M,S4838_SI,0.0084930169,-0.117188039,+,-
w68,M,S4838_SI,0.0057039896,-0.080606379,+,-
w76,M,S4838_SI,-0.016074798,-0.097387034,-,-
w79,M,S4838_SI,-0.002640228,-0.137427897,-,-
r101,V,S4838_SI,-0.003771988,-0.110086494,-,-
r136,V,S4838_SI,0.1414252555,0.1172202311,+,+
r208,V,S4838_SI,-0.010909841,-0.092249984,-,-
r21,V,S4838_SI,0.0351654786,0.4708002339,+,+
r217,V,S4838_SI,0.0018772791,-0.085802399,+,-
r280,V,S4838_SI,0.0497331921,0.3608640277,+,+
r287,V,S4838_SI,-0.069770895,0.0449704219,-,+
r309,V,S4838_SI,-0.031504117,-0.131370379,-,-
r315,V,S4838_SI,-0.173522638,0.0712637392,-,+
r324,V,S4838_SI,0.0175420821,-0.120258349,+,-
r335,V,S4838_SI,0.0088622306,-0.122572446,+,-
r340,V,S4838_SI,0.0367358082,-0.155228278,+,-
r350,V,S4838_SI,-0.088807017,1.8716230565,-,+
r357,V,S4838_SI,-0.027224493,-0.0804267,-,-
r358,V,S4838_SI,0.0014764216,-0.085562756,+,-
r360,V,S4838_SI,0.0248671366,-0.125549244,+,-
r362,V,S4838_SI,-0.002939298,-0.092780983,-,-
r365,V,S4838_SI,0.0019469715,-0.066860887,+,-
r373,V,S4838_SI,0.0490564819,0.4792063956,+,+
r380,V,S4838_SI,0.0173874546,-0.098643857,+,-
r392,V,S4838_SI,0.0071149229,-0.151757481,+,-
r426,V,S4838_SI,0.073246849,-0.18389578,+,-
r427,V,S4838_SI,0.0039689387,-0.093182884,+,-
r443,V,S4838_SI,-0.082094394,0.0095303825,-,+
r491,V,S4838_SI,0.0169088583,-0.107856905,+,-
r517,V,S4838_SI,0.0140749361,-0.067888173,+,-
r799,V,S4838_SI,-0.009169057,-0.107808693,-,-
r810,V,S4838_SI,0.0118349906,-0.122074005,+,-
r820,V,S4838_SI,0.0094687304,-0.096442394,+,-
r85,V,S4838_SI,0.0023072964,-0.087663514,+,-
r853,V,S4838_SI,-0.042279579,-0.029761083,-,-
r857,V,S4838_SI,0.0025433669,-0.122009093,+,-
w38,V,S4838_SI,0.0225470415,-0.097395119,+,-
w47,V,S4838_SI,-0.002320034,-0.054532133,-,-
w52,V,S4838_SI,-0.003634439,-0.134433013,-,-
w55,V,S4838_SI,-0.00059606,-0.099522205,-,-
w64,V,S4838_SI,-6.325202E-6,-0.132344832,-,-
w67,V,S4838_SI,-0.027279579,-0.083674126,-,-
w68,V,S4838_SI,-0.002088493,-0.064130329,-,-
w76,V,S4838_SI,0.0353761395,-0.077100912,+,-
w79,V,S4838_SI,-0.007549615,-0.144613059,-,-
r101,M,S48610_SI,-0.000837523,-0.008297592,-,-
r136,M,S48610_SI,0.006780131,-0.011439015,+,-
r21,M,S48610_SI,-0.000615812,-0.006855243,-,-
r280,M,S48610_SI,0.00202077,-0.011052365,+,-
r287,M,S48610_SI,0.0081985776,-0.011261024,+,-
r309,M,S48610_SI,0.0039496784,-0.00627247,+,-
r315,M,S48610_SI,-0.000681299,-0.009200858,-,-
r324,M,S48610_SI,0.0010818334,-0.002580251,+,-
r335,M,S48610_SI,0.0006224821,-0.003116547,+,-
r340,M,S48610_SI,0.0078676464,-0.011994342,+,-
r350,M,S48610_SI,0.00090378,-0.001763711,+,-
r357,M,S48610_SI,0.0011679401,-0.005897018,+,-
r358,M,S48610_SI,0.0039476662,-0.007917179,+,-
r360,M,S48610_SI,-0.017221247,0.0221406637,-,+
r362,M,S48610_SI,-0.006464267,0.0079706447,-,+
r373,M,S48610_SI,0.0045029289,-0.01135744,+,-
r374,M,S48610_SI,0.0014916694,-0.009307883,+,-
r380,M,S48610_SI,-0.0059367,0.0045238155,-,+
r392,M,S48610_SI,-0.004465144,0.0010960667,-,+
r426,M,S48610_SI,-0.000368796,-0.000401448,-,-
r427,M,S48610_SI,0.0003170414,-0.0096078,+,-
r491,M,S48610_SI,0.0000723146,-0.006510976,+,-
r517,M,S48610_SI,-0.001086979,0.0019058226,-,+
r732,M,S48610_SI,-0.010268425,0.0152910753,-,+
r737,M,S48610_SI,0.0009359595,-0.005282391,+,-
r799,M,S48610_SI,0.0005687345,-0.00913227,+,-
r810,M,S48610_SI,0.0064143136,-0.006846351,+,-
r820,M,S48610_SI,-0.000473611,0.0017472578,-,+
r83,M,S48610_SI,0.000713762,-0.005172373,+,-
r85,M,S48610_SI,0.0014916694,-0.009290415,+,-
r853,M,S48610_SI,-0.002564378,-0.003485759,-,-
r857,M,S48610_SI,-0.002136778,0.0043084446,-,+
r907,M,S48610_SI,0.0055320735,-0.003163957,+,-
w114,M,S48610_SI,0.004415646,0.0178532323,+,+
w38,M,S48610_SI,-0.01169436,0.0317568834,-,+
w47,M,S48610_SI,-0.003515842,0.0162621517,-,+
w52,M,S48610_SI,-0.001290402,-0.004156885,-,-
w55,M,S48610_SI,-0.00457087,0.0242808805,-,+
w59,M,S48610_SI,0.0063602186,0.0163604003,+,+
w64,M,S48610_SI,0.001984159,-0.011345253,+,-
w67,M,S48610_SI,0.002307996,0.0026740144,+,+
w68,M,S48610_SI,0.0014916694,0.0082361036,+,+
w76,M,S48610_SI,-0.000058238,0.0256323756,-,+
w79,M,S48610_SI,-0.000889992,-0.009331016,-,-
r101,V,S48610_SI,-0.00074918,-0.004081324,-,-
r136,V,S48610_SI,-0.004405376,-0.001823656,-,-
r21,V,S48610_SI,-0.001018823,-0.009748836,-,-
r280,V,S48610_SI,0.0001999271,-0.012186337,+,-
r287,V,S48610_SI,0.0035200123,-0.008233287,+,-
r309,V,S48610_SI,2.3888988E-6,-0.01179126,+,-
r315,V,S48610_SI,0.0000204446,-0.001892332,+,-
r324,V,S48610_SI,0.0055088467,-0.001933574,+,-
r335,V,S48610_SI,0.0019310292,0.0004372499,+,+
r340,V,S48610_SI,-0.002319768,0.0013546471,-,+
r350,V,S48610_SI,0.0049829112,-0.013613953,+,-
r357,V,S48610_SI,-0.002747012,-0.00133924,-,-
r358,V,S48610_SI,0.0026245105,-0.008713728,+,-
r360,V,S48610_SI,-0.011441064,0.0134212264,-,+
r362,V,S48610_SI,0.0015731194,-0.001332149,+,-
r373,V,S48610_SI,0.000134084,-0.006407109,+,-
r374,V,S48610_SI,-0.001114038,-0.003062264,-,-
r380,V,S48610_SI,0.0048081357,-0.009072298,+,-
r392,V,S48610_SI,0.0037608554,-0.004669584,+,-
r426,V,S48610_SI,0.0044042361,-0.010702127,+,-
r427,V,S48610_SI,0.0026184325,-0.010836718,+,-
r491,V,S48610_SI,0.0022471348,-0.005217057,+,-
r517,V,S48610_SI,0.0029681047,-0.003722173,+,-
r732,V,S48610_SI,-0.004225974,0.0069271388,-,+
r737,V,S48610_SI,0.0023375333,-0.008331468,+,-
r799,V,S48610_SI,-0.000111574,-0.008645331,-,-
r810,V,S48610_SI,0.0054183875,-0.013904862,+,-
r820,V,S48610_SI,-0.006080624,0.0069297547,-,+
r83,V,S48610_SI,-0.003614257,0.0120778915,-,+
r85,V,S48610_SI,-0.000666373,-0.000064125,-,-
r853,V,S48610_SI,0.0036813209,-0.009814235,+,-
r857,V,S48610_SI,0.0023975559,-0.009117167,+,-
r907,V,S48610_SI,0.0034589131,0.0072697172,+,+
w114,V,S48610_SI,-0.002546583,0.0171872799,-,+
w38,V,S48610_SI,0.0013445189,0.0089848901,+,+
w47,V,S48610_SI,-0.003104751,0.0214572104,-,+
w52,V,S48610_SI,0.0001331148,-0.00558022,+,-
w55,V,S48610_SI,-0.003130001,0.0135268088,-,+
w59,V,S48610_SI,0.0003428873,0.0298781927,+,+
w64,V,S48610_SI,0.0005228264,-0.008607527,+,-
w67,V,S48610_SI,-0.009563224,0.0303284705,-,+
w68,V,S48610_SI,0.0005734403,0.008245024,+,+
w76,V,S48610_SI,-0.004895922,0.0259068166,-,+
w79,V,S48610_SI,0.0002198725,-0.009488377,+,-
r315,M,S4912_SI,0.0130029855,-0.131783673,+,-
r324,M,S4912_SI,0.0170027186,-0.356173286,+,-
r335,M,S4912_SI,-0.01018751,-0.053012746,-,-
r357,M,S4912_SI,0.0626504847,-0.27517602,+,-
r358,M,S4912_SI,0.0065920032,0.0695551466,+,+
r360,M,S4912_SI,-0.130291949,0.0932013533,-,+
r365,M,S4912_SI,0.032988531,0.2159426947,+,+
r373,M,S4912_SI,0.0297489644,-0.299641279,+,-
r374,M,S4912_SI,0.0524135796,-0.356387486,+,-
r380,M,S4912_SI,-0.046873422,0.3387204207,-,+
r427,M,S4912_SI,-0.014719257,-0.262043855,-,-
r491,M,S4912_SI,0.145193175,0.2868077099,+,+
r502,M,S4912_SI,0.0161445494,-0.356329607,+,-
r517,M,S4912_SI,0.0848075729,-0.25988942,+,-
r737,M,S4912_SI,-0.016644738,0.1393564952,-,+
r799,M,S4912_SI,0.0931135873,0.2227420261,+,+
r820,M,S4912_SI,0.0057048574,0.1273596944,+,+
r857,M,S4912_SI,-0.275700758,0.4721940766,-,+
w38,M,S4912_SI,-0.01550194,-0.144888479,-,-
w47,M,S4912_SI,-0.05185036,0.2021748314,-,+
w52,M,S4912_SI,-0.072765679,0.0385675498,-,+
w55,M,S4912_SI,0.0124384379,-0.222640689,+,-
w59,M,S4912_SI,-0.018657682,0.2346018705,-,+
w64,M,S4912_SI,0.0226554393,0.1389974073,+,+
w68,M,S4912_SI,0.0579449618,0.0600695682,+,+
w76,M,S4912_SI,0.040991243,0.1095163112,+,+
w79,M,S4912_SI,-0.040199795,-0.031840616,-,-
r315,V,S4912_SI,0.0089263725,-0.117525794,+,-
r324,V,S4912_SI,0.0210174699,-0.378850846,+,-
r335,V,S4912_SI,-0.028232905,-0.101039751,-,-
r357,V,S4912_SI,0.0711933984,-0.298884494,+,-
r358,V,S4912_SI,-0.011944708,-0.008048442,-,-
r360,V,S4912_SI,-0.096266143,0.0370765808,-,+
r365,V,S4912_SI,0.0198938228,0.3322572076,+,+
r373,V,S4912_SI,0.0119678472,-0.239783859,+,-
r374,V,S4912_SI,0.0514400457,-0.330967054,+,-
r380,V,S4912_SI,-0.080042537,0.319136937,-,+
r427,V,S4912_SI,-0.032060373,-0.23970547,-,-
r491,V,S4912_SI,0.0262881047,0.3750230408,+,+
r502,V,S4912_SI,0.0203973768,-0.376196233,+,-
r517,V,S4912_SI,0.0783668281,-0.295975906,+,-
r737,V,S4912_SI,0.0508701665,0.1909519576,+,+
r799,V,S4912_SI,0.0364749778,0.3397410415,+,+
r820,V,S4912_SI,-0.068926593,0.2610762665,-,+
r857,V,S4912_SI,-0.03837304,0.1289712704,-,+
w38,V,S4912_SI,0.0196614051,-0.138794318,+,-
w47,V,S4912_SI,-0.01541459,0.1581016723,-,+
w52,V,S4912_SI,-0.116678319,0.1818704758,-,+
w55,V,S4912_SI,-0.023381941,-0.179882533,-,-
w59,V,S4912_SI,-0.005993915,0.1215614206,-,+
w64,V,S4912_SI,0.0925893762,0.0369797003,+,+
w68,V,S4912_SI,-0.00076769,0.1148102183,-,+
w76,V,S4912_SI,0.0213348731,0.1891093888,+,+
w79,V,S4912_SI,-0.012339311,-0.081012477,-,-
r217,M,S49668_SI,0.0017670639,0.0100575454,+,+
r287,M,S49668_SI,0.013031314,-0.002739989,+,-
r315,M,S49668_SI,0.0088426783,-0.002768866,+,-
r357,M,S49668_SI,0.0125326023,-0.076972782,+,-
